VFX Catalog,资产类型,效果名称,标准资产名称,VFX ID,Legacy VFX ID,GameplayTag,Element,Form,Context,Lifecycle,Priority,Effect Type,正式效果,Catalog 状态,历史来源路径,标准目标路径,资产迁移状态 
00_Core,Material,M_VFX_Frost_Glint,M_VFX_Frost_Glint,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Glint,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Glint,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Ground,M_VFX_Frost_Ground,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Ground,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Ground,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Ground_Runtime,M_VFX_Frost_Ground_Runtime,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Ground_Runtime,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Ground_Runtime,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Mist,M_VFX_Frost_Mist,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Mist,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Mist,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Mist_Runtime,M_VFX_Frost_Mist_Runtime,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Mist_Runtime,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Mist_Runtime,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Ring_Runtime,M_VFX_Frost_Ring_Runtime,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Ring_Runtime,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Ring_Runtime,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Snow,M_VFX_Frost_Snow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Snow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Snow,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frost_Spark,M_VFX_Frost_Spark,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frost_Spark,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frost_Spark,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Frostbolt_Trail,M_VFX_Frostbolt_Trail,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Frostbolt_Trail,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Frostbolt_Trail,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Ice_Master,M_VFX_Ice_Master,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH15_FrostIce/Parents/M_VFX_Ice_Master,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/FrostIce/M_VFX_Ice_Master,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Circle,MI_VFX_AOE_Circle,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Circle,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Circle,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_CircleSoft,MI_VFX_AOE_CircleSoft,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_CircleSoft,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_CircleSoft,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Countdown,MI_VFX_AOE_Countdown,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Countdown,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Countdown,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Cross,MI_VFX_AOE_Cross,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Cross,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Cross,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Donut,MI_VFX_AOE_Donut,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Donut,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Donut,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_DoubleRing,MI_VFX_AOE_DoubleRing,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_DoubleRing,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_DoubleRing,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Inward,MI_VFX_AOE_Inward,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Inward,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Inward,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Line,MI_VFX_AOE_Line,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Line,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Line,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Outward,MI_VFX_AOE_Outward,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Outward,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Outward,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Ring,MI_VFX_AOE_Ring,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Ring,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Ring,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_AOE_Sector,MI_VFX_AOE_Sector,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_AOE_Sector,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_AOE_Sector,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_ArrowInward_Decal,MI_VFX_GroundAOE_ArrowInward_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_ArrowInward_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_ArrowInward_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_ArrowInward_Glow,MI_VFX_GroundAOE_ArrowInward_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_ArrowInward_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_ArrowInward_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_ArrowOutward_Decal,MI_VFX_GroundAOE_ArrowOutward_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_ArrowOutward_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_ArrowOutward_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_ArrowOutward_Glow,MI_VFX_GroundAOE_ArrowOutward_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_ArrowOutward_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_ArrowOutward_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_CircleSoft_Decal,MI_VFX_GroundAOE_CircleSoft_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_CircleSoft_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_CircleSoft_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_CircleSoft_Glow,MI_VFX_GroundAOE_CircleSoft_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_CircleSoft_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_CircleSoft_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Circle_Decal,MI_VFX_GroundAOE_Circle_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Circle_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Circle_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Circle_Glow,MI_VFX_GroundAOE_Circle_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Circle_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Circle_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Countdown_Decal,MI_VFX_GroundAOE_Countdown_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Countdown_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Countdown_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Countdown_Glow,MI_VFX_GroundAOE_Countdown_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Countdown_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Countdown_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Cross_Decal,MI_VFX_GroundAOE_Cross_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Cross_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Cross_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Cross_Glow,MI_VFX_GroundAOE_Cross_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Cross_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Cross_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Donut_Decal,MI_VFX_GroundAOE_Donut_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Donut_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Donut_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Donut_Glow,MI_VFX_GroundAOE_Donut_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Donut_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Donut_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_DoubleRing_Decal,MI_VFX_GroundAOE_DoubleRing_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_DoubleRing_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_DoubleRing_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_DoubleRing_Glow,MI_VFX_GroundAOE_DoubleRing_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_DoubleRing_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_DoubleRing_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Line_Decal,MI_VFX_GroundAOE_Line_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Line_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Line_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Line_Glow,MI_VFX_GroundAOE_Line_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Line_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Line_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_NiagaraBoundary,MI_VFX_GroundAOE_NiagaraBoundary,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_NiagaraBoundary,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_NiagaraBoundary,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_NiagaraCountdown,MI_VFX_GroundAOE_NiagaraCountdown,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_NiagaraCountdown,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_NiagaraCountdown,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_NiagaraFill,MI_VFX_GroundAOE_NiagaraFill,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_NiagaraFill,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_NiagaraFill,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Ring_Decal,MI_VFX_GroundAOE_Ring_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Ring_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Ring_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Ring_Glow,MI_VFX_GroundAOE_Ring_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Ring_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Ring_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Sector_Decal,MI_VFX_GroundAOE_Sector_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Sector_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Sector_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_GroundAOE_Sector_Glow,MI_VFX_GroundAOE_Sector_Glow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Instances/MI_VFX_GroundAOE_Sector_Glow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/MI_VFX_GroundAOE_Sector_Glow,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_GroundAOE_Additive,M_VFX_GroundAOE_Additive,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Parents/M_VFX_GroundAOE_Additive,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/M_VFX_GroundAOE_Additive,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_GroundAOE_Decal,M_VFX_GroundAOE_Decal,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Parents/M_VFX_GroundAOE_Decal,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/M_VFX_GroundAOE_Decal,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_GroundAOE_Master,M_VFX_GroundAOE_Master,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Parents/M_VFX_GroundAOE_Master,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/M_VFX_GroundAOE_Master,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_GroundAOE_NiagaraAnalytic,M_VFX_GroundAOE_NiagaraAnalytic,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH07_GroundAOE/Parents/M_VFX_GroundAOE_NiagaraAnalytic,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/GroundAOE/M_VFX_GroundAOE_NiagaraAnalytic,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_GodRay,MI_VFX_Holy_GodRay,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_GodRay,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_GodRay,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Halo01,MI_VFX_Holy_Halo01,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Halo01,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Halo01,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Halo02,MI_VFX_Holy_Halo02,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Halo02,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Halo02,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_LightColumn,MI_VFX_Holy_LightColumn,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_LightColumn,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_LightColumn,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Radial,MI_VFX_Holy_Radial,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Radial,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Radial,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Ring,MI_VFX_Holy_Ring,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Ring,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Ring,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Runes,MI_VFX_Holy_Runes,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Runes,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Runes,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Holy_Star,MI_VFX_Holy_Star,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Holy_Star,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Holy_Star,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Resurrection_Soul,MI_VFX_Resurrection_Soul,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Instances/MI_VFX_Resurrection_Soul,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/MI_VFX_Resurrection_Soul,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Holy_Halo,M_VFX_Holy_Halo,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Parents/M_VFX_Holy_Halo,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/M_VFX_Holy_Halo,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Holy_LightColumn,M_VFX_Holy_LightColumn,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Parents/M_VFX_Holy_LightColumn,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/M_VFX_Holy_LightColumn,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Holy_Master,M_VFX_Holy_Master,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Parents/M_VFX_Holy_Master,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/M_VFX_Holy_Master,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Holy_Rune,M_VFX_Holy_Rune,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Parents/M_VFX_Holy_Rune,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/M_VFX_Holy_Rune,已迁移（migration_complete.json）；旧路径已移除
00_Core,Material,M_VFX_Resurrection_Dissolve,M_VFX_Resurrection_Dissolve,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH19_HolyHealing/Parents/M_VFX_Resurrection_Dissolve,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/HolyHealing/M_VFX_Resurrection_Dissolve,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_AfterGlow,MI_VFX_Lightning_AfterGlow,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_AfterGlow,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_AfterGlow,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_Arc,MI_VFX_Lightning_Arc,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_Arc,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_Arc,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_Core,MI_VFX_Lightning_Core,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_Core,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_Core,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_Flash,MI_VFX_Lightning_Flash,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_Flash,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_Flash,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_GroundMark,MI_VFX_Lightning_GroundMark,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_GroundMark,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_GroundMark,已迁移（migration_complete.json）；旧路径已移除
00_Core,MaterialInstanceConstant,MI_VFX_Lightning_Impact,MI_VFX_Lightning_Impact,,,,,,,,,,否,SharedAsset,/ModularGameVFX/Materials/CH13_Lightning/Instances/MI_VFX_Lightning_Impact,/ModularGameVFX/ModularGameVFXLibrary/00_Core/Materials/Lightning/MI_VFX_Lightning_Impact,已迁移（migration_complete.json）；旧路径已移除
